loc_phone,loc_name,loc_admin_street1,loc_admin_city,loc_admin_state,loc_admin_zip,web_address,insurance_accepted,med_name,latitude,longitude
212-391-1105,Walgreens Co. #14282,1251 AVENUE OF THE AMERICAS,NEW YORK,NY,10020-1104,https://www.walgreens.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.760102,-73.981817
(718) 642-2727,"CVS Pharmacy, Inc. #02436",1346 PENNSYLVANIA AVENUE,BROOKLYN,NY,11239,https://www.cvs.com/store-locator/details-directions/002436,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.647069,-73.882385
(718) 896-2484,"CVS Pharmacy, Inc. #02985",97-10 63RD RD.,REGO PARK,NY,11374,https://www.cvs.com/store-locator/details-directions/002985,True,"Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL",40.730809,-73.860514
(212) 722-2003,"CVS Pharmacy, Inc. #10970",305 EAST 86TH ST.,NEW YORK,NY,10028,https://www.cvs.com/store-locator/details-directions/010970,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.777978000000004,-73.951245
(718) 401-5652,"CVS Pharmacy, Inc. #17526",700 EXTERIOR ST,BRONX,NY,10451,https://www.cvs.com/store-locator/details-directions/017526,True,"Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL",40.820351,-73.93016899999999
718-378-0003,Walgreens Co. #13120,1612 WESTCHESTER AVE,BRONX,NY,10472-2915,https://www.walgreens.com,True,"Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",40.829060999999996,-73.875031
(212) 366-4085,"CVS Pharmacy, Inc. #01618",81 EIGHTH AVE.,NEW YORK,NY,10011,https://www.cvs.com/store-locator/details-directions/001618,True,"Novavax, COVID-19 Vaccine, 5 mcg/0.5 mL",40.740117,-74.002798
718-615-3103,Walgreens Co. #10326,713 BRIGHTON BEACH AVE,BROOKLYN,NY,11235-6413,https://www.walgreens.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.578309000000004,-73.960137
(718) 358-4069,"CVS Pharmacy, Inc. #01482",172-21 46TH AVENUE,FLUSHING,NY,11358,https://www.cvs.com/store-locator/details-directions/001482,True,"Moderna, SPIKEVAX, 100mcg/0.5mL",40.75345,-73.79288000000001
212-683-3042,Walgreens Co. #14169,155 E 34TH ST,NEW YORK,NY,10016-4766,https://www.walgreens.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.746232,-73.978689
(718) 992-7669,Concourse Pharmacy,1650 Grand Concourse,Bronx,NY,10457,,,"Moderna, COVID-19 pediatric vaccine, 25mcg/.25 ml",40.843468,-73.91108
(718) 849-0702,ABBYDEK FAMILY MEDICAL PRACTICE P.C - RH,105-20 JAMAICA AVE,RICHMOND HILL,NY,11418,https://www.abbydek.com,,"Moderna, COVID-19 Vaccine, 50 mcg/0.50 mL",40.695023,-73.84129399999999
718-863-2677,Walgreens Co. #12899,3085 E TREMONT AVE,BRONX,NY,10461-5720,https://www.walgreens.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.838967,-73.83551999999999
718-946-6490,Walgreens Co. #18321,2532 86TH ST #54,BROOKLYN,NY,11214-4439,https://www.walgreens.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.597086,-73.986355
718-747-0291,Walgreens Co. #14268,2428 BELL BLVD,BAYSIDE,NY,11360-2223,https://www.walgreens.com,True,"Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",40.779067,-73.776092
(718) 307-2099,LevelUP MD Urgent Care - Park Place,164 Park place,Brooklyn,NY,11217,https://Levelupuc.com,,"Novavax, COVID-19 Vaccine, 5 mcg/0.5 mL",40.67737,-73.973065
(212) 482-2400,Downtown Family Medicine PC,65 Broadway Suite 1806,New York,NY,10006,,,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.707287,-74.012475
718-424-7927,Walgreens Co. #4319,8420 BROADWAY,ELMHURST,NY,11373-5721,https://www.walgreens.com,True,"Moderna, COVID-19 pediatric vaccine, 25mcg/.25 ml",40.739385,-73.878339
(212) 875-1718,aba noub ltd dba joseph pharmacy,216 WEST 72 ST,NEW YORK,NY,10023,https://www.josephspharmacy.com,,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.778787,-73.98278499999999
(646) 454-9000,Manhattan Medical Arts,492 6th Avenue,New York,NY,10011,https://www.manhattanmedicalarts.com,,"Janssen, COVID-19 Vaccine, 0.5 mL",40.736214000000004,-73.997463
(718) 583-5900,PARK PLAZA PHARMACY,1773 UNIVERSITY AVENUE,Bronx,NY,10453,https://www.parkplazapharmacyny.com,,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.85058,-73.915962
718-740-4612,Walgreens Co. #2055,10962 FRANCIS LEWIS BLVD,QUEENS VILLAGE,NY,11429-1753,https://www.walgreens.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.706485,-73.751325
(212) 222-0966,"CVS Pharmacy, Inc. #10112",288 ST. NICHOLAS AVE.,NEW YORK,NY,10027,https://www.cvs.com/store-locator/details-directions/010112,True,"Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 10mcg/0.2 mL",40.81043,-73.952547
(718) 786-0707,AMAZON PHARMACY INC #580051,42-10 43RD AVE,SUNNYSIDE,NY,11104,,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.745138,-73.921802
718-297-3745,Walgreens Co. #12490,13250 METROPOLITAN AVE,RICHMOND HILL,NY,11418-1948,https://www.walgreens.com,True,"Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",40.702613,-73.818595
1-866-389-2727,MinuteClinic #21962,565 W 235TH ST,BRONX,NY,10463,https://www.cvs.com/minuteclinic/clinic-locator/,True,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.886058,-73.910584
718-357-2050,Walgreens Co. #18246,193-01 NORTHERN BOULEVARD,AUBURNDALE,NY,11358-2935,https://www.walgreens.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 10mcg/0.2 mL",40.758171999999995,-73.78795799999999
(718) 317-2442,"CVS Pharmacy, Inc. #02364",4065 AMBOY ROAD,STATEN ISLAND,NY,10308,https://www.cvs.com/store-locator/details-directions/002364,True,"Novavax, COVID-19 Vaccine, 5 mcg/0.5 mL",40.549716,-74.152354
(212) 366-4085,"CVS Pharmacy, Inc. #01618",81 EIGHTH AVE.,NEW YORK,NY,10011,https://www.cvs.com/store-locator/details-directions/001618,True,"Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",40.740117,-74.002798
(718) 407-7301,Premium Health Center-Pediatrics,5506 15th Ave,Brooklyn,NY,11219,https://www.nyc.gov/vax4nyc,,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.628867,-73.991513
(347) 879-8144,Truemed Pharmacy Corp,2262 Webster Ave,BRONX,NY,10457,,,"Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",40.855672,-73.895554
718-328-2129,Walgreens Co. #17511,925 SOUNDVIEW AVE,BRONX,NY,10473-3703,https://www.walgreens.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.8231,-73.868645
(718) 499-3414,"CVS Pharmacy, Inc. #02498",341 9TH STREET,BROOKLYN,NY,11215,https://www.cvs.com/store-locator/details-directions/002498,True,"Novavax, COVID-19 Vaccine, 5 mcg/0.5 mL",40.668803999999994,-73.98483900000001
917-326-9030,Walgreens Co. #14200,465 2ND AVE,NEW YORK,NY,10016-9106,https://www.walgreens.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.740219,-73.97956500000001
718-456-7300,LEGACY SPECIALTY PHARMACY,6668 FRESH PONDRD,RIDGEWOOD,NY,11385,https://healthmartcovidvaccine.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 3 mcg/0.2 mL, tris-sucrose",40.706765000000004,-73.89733000000001
(212) 838-6765,gallery drug #MS1005139,131 east 60th street,new york,NY,10022-1102,http://WWW.GALLERYDRUGRX.COM,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.763156,-73.967874
(718) 734-2400,Pharmacy on Grand,73-33 Grand Ave,Maspeth,NY,11378,,,"Janssen, COVID-19 Vaccine, 0.5 mL",40.730211,-73.888841
(718) 261-1647,"CVS Pharmacy, Inc. #07881",97-15 METROPOLITAN AVENUE,FOREST HILLS,NY,11375,https://www.cvs.com/store-locator/details-directions/007881,True,"Moderna, SPIKEVAX, 100mcg/0.5mL",40.71135,-73.855019
(929) 459-2255,HUB Health Center,459 East 149th st,Bronx,NY,10455,,,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.815418,-73.915183
(718) 388-2799,"CVS Pharmacy, Inc. #04958","27 N. 6TH ST.,",BROOKLYN,NY,11249,https://www.cvs.com/store-locator/details-directions/004958,True,"Moderna, SPIKEVAX, 100mcg/0.5mL",40.720197,-73.962615
(646) 416-5752,"CVS Pharmacy, Inc. #11059",1619 BROADWAY,NEW YORK,NY,10019,https://www.cvs.com/store-locator/details-directions/011059,True,"Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL",40.761134000000006,-73.984748
(877) 829-4692,Inwood Health Center,1545 Inwood Avenue,Bronx,NY,10452,https://vax4nyc.nyc.gov/,,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.844097999999995,-73.916647
718-241-3700,Walgreens Co. #14444,2265 RALPH AVE,BROOKLYN,NY,11234-5611,https://www.walgreens.com,True,"Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",40.622381,-73.916647
(718) 349-9009,ALTRU CHEMISTS #MS1000892,987 MANHATTAN AVE,BROOKLYN,NY,11222-6776,http://www.altrurx.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL",40.732764,-73.954976
718-263-2918,Walgreens Co. #11126,7321 KISSENA BLVD,FLUSHING,NY,11367-3089,https://www.walgreens.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.726933,-73.81111999999999
(718) 266-5000,"CVS Pharmacy, Inc. #02441",2151 86TH STREET,BROOKLYN,NY,11214,https://www.cvs.com/store-locator/details-directions/002441,True,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.602717,-73.99455
(212) 966-6878,TU QUYNH PHARMACY,230 GRAND STREET SUITE A1-2,NEW YORK,NY,10013,https://k8j5m.app.goo.gl/tZEE,,"Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",40.718733,-73.99508399999999
(718) 465-2121,Franhill Pharmacy LLC,204-19 Hillside Ave,Hollis,NY,11423,https://www.franhillpharmacy.com/,,"Janssen, COVID-19 Vaccine, 0.5 mL",40.721075,-73.760799
(718) 842-2217,"CVS Pharmacy, Inc. #08940",1688 WESTCHESTER AVE.,BRONX,NY,10472,https://www.cvs.com/store-locator/details-directions/008940,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.830191,-73.87108
718-899-2001,AJ Woodhaven Pharmacy,62-04 B WOODHAVEN BLVD,REGO PARK,NY,11374,https://healthmartcovidvaccine.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.726693,-73.870861
212-939-0941,Walgreens Co. #14335,320 W 145TH ST,NEW YORK,NY,10039-3031,https://www.walgreens.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.82322,-73.943276
(718) 591-1600,ABBYDEK FAMILY MEDICAL PRACTICE P.C. - FL,7838 PARSONS BLVD,FLUSHING,NY,11366,https://www.abbydek.com,,"Moderna, COVID-19 Vaccine, 50 mcg/0.50 mL",40.721253000000004,-73.80970400000001
718-983-7390,Walgreens Co. #9204,955 MANOR RD,STATEN ISLAND,NY,10314-7009,https://www.walgreens.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.603660999999995,-74.12009599999999
718-472-3600,Walgreens Co. #14390,4702 5TH ST,LONG ISLAND CITY,NY,11101-5411,https://www.walgreens.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.745689,-73.95581800000001
718-317-5085,Walgreens Co. #3916,758 ARTHUR KILL RD,STATEN ISLAND,NY,10312-2141,https://www.walgreens.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.559809,-74.166336
718-581-0840,Rite Aid #RA110541,5825-35 BROADWAY,BRONX,NY,10463-2409,https://www.riteaid.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL",40.88548,-73.900871
718-648-6971,Stop & Shop #505,1710 AVENUE Y,BROOKLYN,NY,11235,https://stopandshopsched.rxtouch.com/rbssched/program/wellness,True,"Moderna, COVID-19 Vaccine, 50 mcg/0.50 mL",40.589391,-73.952055
(718) 543-2007,"CVS Pharmacy, Inc. #07066",565 WEST 235TH STREET,BRONX,NY,10463,https://www.cvs.com/store-locator/details-directions/007066,True,"Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",40.886058,-73.910584
718-476-8379,Walgreens Co. #14187,6002 ROOSEVELT AVE,WOODSIDE,NY,11377-3538,https://www.walgreens.com,True,"Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",40.745298,-73.90419
212-473-1027,Walgreens Co. #14247,4 W 4TH ST,NEW YORK,NY,10012-1168,https://www.walgreens.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 3 mcg/0.2 mL, tris-sucrose",40.728377,-73.994739
212-410-2508,Walgreens Co. #14369,1490 MADISON AVE,NEW YORK,NY,10029-4502,https://www.walgreens.com,True,"Moderna, COVID-19 Vaccine, 50 mcg/0.50 mL",40.791406,-73.95155
(718) 234-6500,bay health pharmacy,6415 BAY PARKWAY,brooklyn,NY,11204,https://bayhealthpharmacy.com,,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.613943,-73.980879
(646) 602-8237,"CVS Pharmacy, Inc. #02427",215 PARK AVENUE SOUTH,NEW YORK,NY,10003,https://www.cvs.com/store-locator/details-directions/002427,True,"Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",40.736838,-73.98838
(347) 884-7469,Prime Medical Services PC,1711 Ralph Avenue,Brooklyn,NY,11236,,,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.635275,-73.91866800000001
(347) 312-3095,Brooklyn Family Medical AssociatesM.D.P.C.,8210 18th ave brooklyn ny 11214,Brooklyn,NY,11214,,,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.609262,-74.00039
718-747-0180,Walgreens Co. #14256,24946 HORACE HARDING EXPY,DOUGLASTON,NY,11362-2050,https://www.walgreens.com,True,"Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",40.760999,-73.730184
(212) 661-8139,"CVS Pharmacy, Inc. #07019",150 EAST 42ND ST.,NEW YORK,NY,10017,https://www.cvs.com/store-locator/details-directions/007019,True,"Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",40.750968,-73.975454
(718) 734-2539,acacia network la casa de salud,966 prospect ave,bronx,NY,10459,https://acacianetwork.org/,,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.822804,-73.899666
(877) 829-4692,Inwood Health Center,1545 Inwood Avenue,Bronx,NY,10452,https://vax4nyc.nyc.gov/,,"Pfizer-BioNTech, COVID-19 Vaccine, 3 mcg/0.2 mL, tris-sucrose",40.844097999999995,-73.916647
718-251-0426,Walgreens Co. #12541,1847 ROCKAWAY PKWY,BROOKLYN,NY,11236-5307,https://www.walgreens.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL",40.637342,-73.8925
718-998-3377,Walgreens Co. #18219,1720 KINGS HIGHWAY,BROOKLYN,NY,11229-1208,https://www.walgreens.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.609542,-73.955794
(212) 680-0528,Chinatown Community Medical PC,128 Mott Street  Ste 206,New York,NY,10013,,,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.718478999999995,-73.99647399999999
(212) 982-3133,"CVS Pharmacy, Inc. #02058",158 BLEECKER STREET,NEW YORK,NY,10012,https://www.cvs.com/store-locator/details-directions/002058,True,"Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 10mcg/0.2 mL",40.728502,-74.000077
(718) 597-3000,"CVS Pharmacy, Inc. #02433",2112 WHITE PLAINS ROAD,BRONX,NY,10462,https://www.cvs.com/store-locator/details-directions/002433,True,"Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL",40.853844,-73.867313
(718) 479-3774,"CVS Pharmacy, Inc. #00144",219-39 89TH AVENUE,QUEENS VILLAGE,NY,11427,https://www.cvs.com/store-locator/details-directions/000144,True,"Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 10mcg/0.2 mL",40.729401,-73.743786
718-448-6758,Stop & Shop #2595,1351 FOREST AVENUE,STATEN ISLAND,NY,10302,https://stopandshopsched.rxtouch.com/rbssched/program/wellness,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.62623,-74.13555699999999
(718) 734-2539,Claremont FHC,262 E. 174th St,BRONX,NY,10457,https://acacianetwork.org/,,"Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",40.844494,-73.905998
917-507-0179,Walgreens Co. #14489,3387 BROADWAY,NEW YORK,NY,10031-7416,https://www.walgreens.com,True,"Moderna, COVID-19 pediatric vaccine, 25mcg/.25 ml",40.821666,-73.954489
(718) 627-0800,Medicine Plaza Inc,1312 KINGS HIGHWAY,BROOKLYN,NY,11229,,,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.608047,-73.959532
(718) 684-4430,PEACE PHARMACY INC,2366 UNIVERSITY AVE,BRONX,NY,10468,,,"Pfizer-BioNTech, COVID-19 Vaccine, 3 mcg/0.2 mL, tris-sucrose",40.862478,-73.904682
(718) 220-0900,Cedi Medical Office PLLC,2940 Grand Concourse Unit 1A/1B,Bronx,NY,10458,,,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.871615999999996,-73.88777900000001
7182528535,ShopRite Pharmacy #191471,1080 MCDONALD AVE,BROOKLYN,NY,11230,https://vaccines.shoprite.com/,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.626740000000005,-73.97694200000001
212-838-0195,Walgreens Co. #14470,1111 3RD AVE,NEW YORK,NY,10065-6702,https://www.walgreens.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 10mcg/0.2 mL",40.765468,-73.963402
(718) 389-2403,"CVS Pharmacy, Inc. #10042",859 MANHATTAN AVE.,BROOKLYN,NY,11222,https://www.cvs.com/store-locator/details-directions/010042,True,"Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",40.729332,-73.954112
646-968-4689,Walgreens Co. #21210,526 W 30TH ST,NEW YORK,NY,10001-2156,https://www.walgreens.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 10mcg/0.2 mL",40.752641,-74.00276099999999
718-793-3400,Rite Aid #RA104868,71-18 KISSENA BOULEVARD,FLUSHING,NY,11367-2720,https://www.riteaid.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.729144,-73.815497
(718) 536-2690,"CVS Pharmacy, Inc. #17649",815 HUTCHINSON RIVER PKWY,BRONX,NY,10465,https://www.cvs.com/store-locator/details-directions/017649,True,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.823440999999995,-73.837128
(212) 680-0528,Chinatown Community Medical PC,128 Mott Street  Ste 206,New York,NY,10013,,,"Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",40.718478999999995,-73.99647399999999
718-275-5252,Walgreens Co. #19694,110-88 QUEENS BOULEVARD,FOREST HILLS,NY,11375-6345,https://www.walgreens.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 3 mcg/0.2 mL, tris-sucrose",40.71844,-73.838199
718-652-0492,Walgreens Co. #10989,2431 BOSTON RD,BRONX,NY,10467-9067,https://www.walgreens.com,True,"Moderna, COVID-19 Vaccine, 50 mcg/0.50 mL",40.86188,-73.867125
(718) 747-1826,"CVS Pharmacy, Inc. #01954",132-22 14TH AVENUE,COLLEGE POINT,NY,11356,https://www.cvs.com/store-locator/details-directions/001954,True,"Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",40.785753,-73.835726
718-899-2001,AJ Woodhaven Pharmacy,62-04 B WOODHAVEN BLVD,REGO PARK,NY,11374,https://healthmartcovidvaccine.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 10mcg/0.2 mL",40.726693,-73.870861
718-896-7901,Walgreens Co. #1487,10425 QUEENS BLVD,FOREST HILLS,NY,11375-3757,https://www.walgreens.com,True,"Pfizer-BioNTech, COMIRNATY, 30 mcg/0.3 mL, tris-sucrose",40.724003,-73.848017
(718) 649-1111,P.A.B pharmacy inc,1115 nostrand ave,brooklyn,NY,11225,,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.660517999999996,-73.950367
(212) 838-6765,gallery drug #MS1005139,131 east 60th street,new york,NY,10022-1102,http://WWW.GALLERYDRUGRX.COM,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.763156,-73.967874
212-685-2047,Walgreens Co. #21315,304 PARK AVE SOUTH,NEW YORK,NY,10010-4301,https://www.walgreens.com,True,"Moderna, COVID-19 pediatric vaccine, 25mcg/.25 ml",40.740357,-73.987143
(718) 897-2228,Able Orthopedic,76-55 Austin Street,Forest Hills,NY,11375,,,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.715152,-73.83579300000001
(718) 850-3366,LYUDMILA CAVALIER  MD,11525 METROPOLITAN AVENUESUITE2,RICHMOND HILL,NY,11418,,,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.707928,-73.836275
718-641-9853,Stop & Shop #2581,156-01 CROSSBAY BLVD,HOWARD BEACH,NY,11414,https://stopandshopsched.rxtouch.com/rbssched/program/wellness,True,"Moderna, COVID-19 pediatric vaccine, 25mcg/.25 ml",40.663856,-73.840436
212-491-6015,Walgreens Co. #14382,300 W 135TH ST,NEW YORK,NY,10030-2731,https://www.walgreens.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.816328999999996,-73.947325
(718) 761-2900,"CVS Pharmacy, Inc. #06050",1654 RIC HMOND AVE,STATEN ISLAND,NY,10314,https://www.cvs.com/store-locator/details-directions/006050,True,"Pfizer-BioNTech, COVID-19 Vaccine, 3 mcg/0.2 mL, tris-sucrose",40.608352000000004,-74.164273
718-860-3363,Stop & Shop #2593,961 EAST 174TH STREET,BRONX,NY,10460,https://stopandshopsched.rxtouch.com/rbssched/program/wellness,True,"Pfizer-BioNTech, COMIRNATY, 30 mcg/0.3 mL, tris-sucrose",40.837497,-73.884202
(718) 961-3800,Metro True Care Medical PC / Flushing,42-35 Main Street Ste 3N,Flushing,NY,11355,,,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.754795,-73.82755
(718) 939-8440,CARLOS A ORTIZ MD PC,14242A 41ST AVE,Flushing,NY,11355,,,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.762374,-73.81479499999999
(718) 667-0297,BELKIN MEDICAL PC,2305 Hylan Blvd,Staten Island,NY,10306,,,"Janssen, COVID-19 Vaccine, 0.5 mL",40.574734,-74.105896
(718) 793-7658,KISSENA DRUGS & SURGICAL SUPPLY INC,72-63 KISSENA BLVD ATTN: SUPERVISING PHARMACIST,FLUSHING,NY,11367,https://www.kissenadrugs.org,,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.727553,-73.812698
(212) 280-0596,"CVS Pharmacy, Inc. #02360",743 AMSTERDAM AVENUE,NEW YORK,NY,10025,https://www.cvs.com/store-locator/details-directions/002360,True,"Novavax, COVID-19 Vaccine, 5 mcg/0.5 mL",40.794171999999996,-73.96991700000001
1-866-389-2727,MinuteClinic #21960,341 9TH STREET,BROOKLYN,NY,11215,https://www.cvs.com/minuteclinic/clinic-locator/,True,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.668803999999994,-73.98483900000001
718-835-7659,Walgreens Co. #17161,11910 LIBERTY AVE,SOUTH RICHMOND HILL,NY,11419-2002,https://www.walgreens.com,True,"Moderna, COVID-19 Vaccine, 50 mcg/0.50 mL",40.686281,-73.823593
(718) 588-6898,"CVS Pharmacy, Inc. #08969",50-56 EAST 167TH ST.,BRONX,NY,10452,https://www.cvs.com/store-locator/details-directions/008969,True,"Pfizer-BioNTech, COVID-19 Vaccine, 3 mcg/0.2 mL, tris-sucrose",40.835238000000004,-73.92088100000001
(718) 767-0618,Whitestone Pharmacy #3358478,15043 B 14th Avenue,Whitestone,NY,11357,http://www.thewhitestonepharmacy.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.788301000000004,-73.81618399999999
917-492-1038,Walgreens Co. #14317,1915 3RD AVE,NEW YORK,NY,10029-4605,https://www.walgreens.com,True,"Pfizer-BioNTech, COMIRNATY, 30 mcg/0.3 mL, tris-sucrose",40.791216,-73.944524
212-945-4450,Walgreens Co. #14356,315 N END AVE,NEW YORK,NY,10282-1026,https://www.walgreens.com,True,"Moderna, COVID-19 Vaccine, 50 mcg/0.50 mL",40.716718,-74.015037
(718) 480-6484,Phils Pill Pharmacy #MS1005583,8387 WOODHAVEN BLVD,WOODHAVEN,NY,11421,https://philspillpharmacy.wixsite.com/website,True,"Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL",40.698221999999994,-73.852324
718-239-6149,Walgreens Co. #5074,55 WESTCHESTER SQ,BRONX,NY,10461-3525,https://www.walgreens.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.841665,-73.843055
(718) 797-0200,Nate's Pharmacy,376 Van Brunt Street,Brooklyn,NY,11231,,,"Janssen, COVID-19 Vaccine, 0.5 mL",40.677207,-74.013416
(718) 642-2727,"CVS Pharmacy, Inc. #02436",1346 PENNSYLVANIA AVENUE,BROOKLYN,NY,11239,https://www.cvs.com/store-locator/details-directions/002436,True,"Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",40.647069,-73.882385
(718) 686-8280,RxCircle Pharmacy Corp,5001 7th Avenue,Brooklyn,NY,11220,,,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.642225,-74.005783
718-686-7600,Ezra Medical Center,1312 38TH STREET,BROOKLYN,NY,11218,,,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.640656,-73.985345
