latitude,longitude,loc_name,loc_admin_street1,loc_admin_city,loc_admin_state,loc_admin_zip,loc_phone,web_address,insurance_accepted,med_name,Index
40.73262,-73.98197,ESQUIRE PHARMACY #MS1001214,277 First Ave,New York,NY,10003-2994,(212) 228-2260,,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Janssen, COVID-19 Vaccine, 0.5 mL",391.0
40.629122,-74.022554,Rite Aid #RA110573,7501 5TH AVENUE,BROOKLYN,NY,11209-3301,000-000-0000,https://www.riteaid.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Janssen, COVID-19 Vaccine, 0.5 mL",394.0
40.746896,-73.888313,MAJOR RX PHARMACY #MS1005587,77 02 ROOSEVELT AVE ste C,JACKSON HEIGHTS,NY,11372,(718) 255-1717,,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose:Janssen, COVID-19 Vaccine, 0.5 mL",399.0
40.793574,-73.948101,Upper Madison Drugs #3382190,1590 MADISON AVE,New York,NY,10029,(212) 427-4382,http://BLISSPHARMACYINC.COM,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Janssen, COVID-19 Vaccine, 0.5 mL",404.0
40.855121,-73.867359,Walgreens Co. #19458,2158 WHITE PLAINS RD,BRONX,NY,10462-1406,718-892-2288,https://www.walgreens.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",406.0
40.693397,-73.973787,WHITMAN PHARMACY #MS1005468,329A MYRTLE AVE,BROOKLYN,NY,11205,(718) 938-0816,,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",407.0
40.757648,-73.989856,Walgreens Co. #14223,661 8TH AVE,NEW YORK,NY,10036-7105,212-977-1562,https://www.walgreens.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",412.0
40.85605,-73.89216,Medassure Pharmacy,2334 WASHINGTON AVE,BRONX,NY,10458,(718) 316-6766,https://www.picktime.com/Vaccine,,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Janssen, COVID-19 Vaccine, 0.5 mL",417.0
40.599186,-73.950999,Rite Aid #RA103958,2002 AVENUE  U,BROOKLYN,NY,11229-3908,718-769-2058,https://www.riteaid.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose:Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL",419.0
40.79105,-73.968389,Ivan Pharmacy #3399400,691 Columbus Avenue,New York,NY,10025,(212) 222-4400,http://IVANPHARMACY.COM,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose:Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL:Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",420.0
40.86028,-73.928881,THERESA PHARMACY II #MS1005360,66 NAGLE AVE,NEW YORK,NY,10040,(212) 304-3949,http://www.theresapharmacy.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",421.0
40.541483,-74.146207,Southshore Pharmacy Corp. #MS1005206,4020 Hylan Blvd,Staten Island,NY,10308-3331,(718) 948-4848,https://forms.ny.gov/s3/vaccine,True,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Janssen, COVID-19 Vaccine, 0.5 mL",428.0
40.719038,-73.813118,salzman chemists #MS1005285,149-19 union turnpike,flushing,NY,11367-3895,(718) 380-5440,,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",430.0
40.590778,-73.969838,Brooklyn Family Pharmacy #MS1002406,355 ave x,BROOKLYN,NY,11223-5915,(718) 975-7757,,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Janssen, COVID-19 Vaccine, 0.5 mL",433.0
40.713989,-73.736983,Rite Aid #RA103865,218-35 HEMPSTEAD AVENUE,QUEENS VILLAGE,NY,11429-1236,718-465-8046,https://www.riteaid.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose:Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL",447.0
40.736481,-73.997835,Rite Aid #RA104261,501 6TH AVENUE,NEW YORK,NY,10011-8421,212-727-3720,https://www.riteaid.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 doses",448.0
40.761553,-73.926108,Rite Aid #RA110569,32-14 31ST STREET,ASTORIA,NY,11106-2643,718-728-9080,https://www.riteaid.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",451.0
40.870933,-73.846627,Scheer Drugs #MS1005353,1343 East Gun Hill Road,Bronx,NY,10469,(718) 655-5558,,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",452.0
40.711001,-73.792856,Estates Pharmacy and Surgical Suppl #MS1005405,169-01 hillside avenue,jamaica,NY,11432-4434,(718) 739-0311,,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Janssen, COVID-19 Vaccine, 0.5 mL:Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",456.0
40.75094,-73.893823,Dba JANNAT PHARMACY #MS1005737,7203 35 th ave,Jackson heights,NY,11372-1137,(718) 732-4288,,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",458.0
40.66247,-73.995518,Rite-care pharmacy #MS1005058,677 4th Ave,Brooklyn,NY,11232,(718) 499-7410,,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",462.0
40.855672,-73.895554,TRUEMED PHARMACY CORP #MS1005563,2262 WEBSTER AVE,BRONX,NY,10457,(347) 879-8144,,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Pfizer-BioNTech, COVID-19 Vaccine, 3 mcg/0.2 mL, tris-sucrose:Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL:Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL",466.0
40.743415,-73.917388,BLISS DRUGS INC #MS1000508,4701 QUEENS BLVD,SUNNYSIDE,NY,11104,(718) 482-8900,www.blissdrugs.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose:Janssen, COVID-19 Vaccine, 0.5 mL",473.0
40.898465,-73.867589,Emerald Pharmacy #MS1005101,4295 Katonah Avenue,Bronx,NY,10470,(718) 944-0862,http://www.emeraldpharmacy.com,True,"Pfizer-BioNTech, COMIRNATY, 30 mcg/0.3 mL, tris-sucrose:Janssen, COVID-19 Vaccine, 0.5 mL:Moderna, COVID-19 pediatric vaccine, 25mcg/.25 ml:Pfizer-BioNTech, COVID-19 Vaccine, 3 mcg/0.2 mL, tris-sucrose:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",476.0
40.843295,-73.88726,Perla pharmacy #MS1005336,822 e tremont ave,Bronx,NY,10460-4146,(718) 466-6551,http://www.perlabronx.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",489.0
40.82023,-73.858228,MAHESH DRUGS #MS1001607,731 WHITE PLAINS RD,BRONX,NY,10473-2631,(718) 842-3807,,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Janssen, COVID-19 Vaccine, 0.5 mL",490.0
40.702168,-73.818511,metro drugs #MS1005111,13402 JAMAICA AVE STE A,RICHMOND HILL,NY,11418,(718) 775-3300,http://www.metrodrugsrx.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",492.0
40.68131,-73.994527,Rite Aid #RA110584,320 SMITH STREET,BROOKLYN,NY,11231-4608,718-403-9371,https://www.riteaid.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL:Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL:Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose:Pfizer-BioNTech, COVID-19 Vaccine, 3 mcg/0.2 mL, tris-sucrose:Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",494.0
40.621128,-73.987824,Walgreens Co. #17814,6101 18TH AVE,BROOKLYN,NY,11204-2302,718-236-0146,https://www.walgreens.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",495.0
40.816526,-73.920161,PRECARE PHARMACY INC #MS1005918,340A E 149TH ST,BRONX,NY,10451-5674,(347) 591-4423,,True,"Janssen, COVID-19 Vaccine, 0.5 mL",499.0
40.668409,-73.990761,PARK CHEMISTS #MS1005542,500 4TH AVE,BROOKLYN,NY,11215-4881,(718) 567-5444,http://www.parkchemistsrx.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",502.0
40.867828,-73.922067,INWOOD PHARMACY #MS1001817,4915 BROADWAY,NEW YORK,NY,10034-3119,(212) 304-4646,http://www.inwoodpharmacy.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",509.0
40.634058,-74.004533,Drugland Pharmacy Corp #MS1005440,5806 Fort Hamilton Pkwy,Brooklyn,NY,11219-4832,(718) 972-1056,,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",511.0
40.798418,-73.942156,Raysol Drugs #MS1005229,1870 Lexington Ave,New York,NY,10029-2003,(212) 348-2117,,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",512.0
40.813131,-73.938892,Lenox Terrace Drugs #MS1005283,20 W 135th St,New York,NY,10037-2534,(212) 234-2050,,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",513.0
40.762693,-73.986306,Rite Aid #RA103110,301 WEST 50TH STREET,NEW YORK,NY,10019-8400,212-247-8384,https://www.riteaid.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Janssen, COVID-19 Vaccine, 0.5 mL",527.0
40.848228,-73.934836,San Pedro Pharmacy #MS1005426,1381 Saint Nicholas Avenue,New York,NY,10033,(212) 928-7263,,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose:Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL:Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",531.0
40.762876,-73.959339,goldbergers pharmacy #MS1005363,1188 first ave,new york,NY,10065,(212) 734-6998,http://www.goldbergerspharmacy.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",535.0
40.641463,-73.957129,careway pharmacy #MS1005465,1174 flatbush ave,BROOKLYN,NY,11226,(718) 483-8743,http://carewayrx.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Janssen, COVID-19 Vaccine, 0.5 mL:Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL:Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",544.0
40.760438,-73.832439,168 PHARMACY,135-05 38th ave storefront,flushing,NY,11354,(929) 456-6550,,,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose:Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Janssen, COVID-19 Vaccine, 0.5 mL:Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",546.0
40.748051,-73.884646,81 Pharmacy #MS1005676,37-59B 81st Street,Jackson Heights,NY,11372,(718) 433-9816,https://book-ch.appointment-plus.com/d0b3sxjc?fbclid=IwAR0oCJ0aHb9P_ncnsp2xXYhel0OompNGshHEFxt0zx8VFD7IpFOIglLiE4k#/,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",565.0
40.663295,-73.890343,New Lots Pharmacy #MS1005438,475 New Lots Ave,Brooklyn,NY,11207,718-272-4566,,,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",574.0
40.837152,-73.942961,Farmacia Latina #MS1005215,3875 Broadway,New York,NY,10032,(212) 795-4909,,True,"Janssen, COVID-19 Vaccine, 0.5 mL",580.0
40.641874,-73.937314,Walgreens Co. #18961,4123 AVENUE D,BROOKLYN,NY,11203-5705,718-629-2275,https://www.walgreens.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose:Janssen, COVID-19 Vaccine, 0.5 mL",589.0
40.852295,-73.90427,CSS Pharmacy Inc #MS1005352,2043 Grand Concourse,Bronx,NY,10453-4317,(718) 220-5402,http://www.csspharmacyinc.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",612.0
40.722967,-73.868469,PEACE LOVE PHARMACY #582572,63-52 WOODHAVEN BLVD,REGO PARK,NY,11374,(718) 651-1000,http://www.peacelovepharmacy.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",614.0
40.599546,-73.754382,FRIENDLY PHARMACY #MS1005904,495 A BEACH 20TH ST,FAR ROCKAWAY,NY,11691-3621,(718) 337-1900,,True,"Pfizer-BioNTech, COMIRNATY, 30 mcg/0.3 mL, tris-sucrose:Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL:Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",619.0
40.888249,-73.831689,Top Value Pharmacy #5807536,3811 Dyre Avenue,Bronx,NY,10466,(718) 325-1355,http://www.mytopvaluepharmacy.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 10mcg/0.2 mL:Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",630.0
40.608442,-73.915453,MedPack LLC #1,5923 Strickland Ave,Brooklyn,NY,11234,(347) 506-1000,https://medpackrx.com/,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Janssen, COVID-19 Vaccine, 0.5 mL",638.0
40.628686,-74.028572,Walgreens Co. #17968,7821 3RD AVE,BROOKLYN,NY,11209-3605,718-630-5482,https://www.walgreens.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Janssen, COVID-19 Vaccine, 0.5 mL",639.0
40.618061,-74.030575,New Victory Pharmacy #MS1005039,9216 4th ave,Brooklyn,NY,11209,(718) 745-5100,www.newvictorypharmacy.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",640.0
40.737194,-73.864752,21st Century Pharmacy Inc. #MS1005399,9605 57th Ave,Corona,NY,11368-3445,(718) 699-8899,,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Janssen, COVID-19 Vaccine, 0.5 mL",651.0
40.854563,-73.888752,Arthur Avenue Pharmacy #MS1005434,2343 ARTHUR AVE,Bronx,NY,10458,(718) 561-4040,,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",662.0
40.749872,-73.864193,National Pharmacy #MS1005506,10111 ROOSEVELT AVE,Corona,NY,11368,(718) 779-6600,,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",663.0
40.600855,-74.000451,MARHABA PHARMACY #MS1001572,2029 BATH AVENUE,BROOKLYN,NY,11214,(718) 872-5600,,True,"Janssen, COVID-19 Vaccine, 0.5 mL",678.0
40.590297,-73.970422,Rite Aid #RA102612,344 AVENUE X,BROOKLYN,NY,11223-5914,718-375-8257,https://www.riteaid.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose:Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL:Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",688.0
40.700225,-73.921171,Fine Care Pharmacy #MS1005370,380 Knickerbocker Ave,Brooklyn,NY,11237-3702,(718) 676-9976,http://finecarerx.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose:Janssen, COVID-19 Vaccine, 0.5 mL",694.0
40.642544,-74.012641,IDEAL PHARMACY #MS1000705,5409 5TH AVE,BROOKLYN,NY,11220-3112,(718) 439-5900,http://www.ideal-pharmacy.com/,True,"Janssen, COVID-19 Vaccine, 0.5 mL",707.0
40.732575,-73.804687,Prime Health Pharmacy #MS1005429,69-21 164th Street,Fresh Meadows,NY,11365-3200,(718) 969-1600,,True,"Janssen, COVID-19 Vaccine, 0.5 mL",717.0
40.807149,-73.943621,Rite Aid #RA104945,35-45 WEST 125TH STREET,NEW YORK,NY,10027-4512,212-828-1772,https://www.riteaid.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",718.0
40.841907,-73.911824,Rite Aid #RA103429,1540 GRAND CONCOURSE,BRONX,NY,10457-8400,718-731-8733,https://www.riteaid.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose:Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",745.0
40.733614,-73.724791,GOOD CARE PHARMACY #MS1002532,241-06 HILLSIDE AVE,BELLEROSE,NY,11426-2150,(718) 343-1000,,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose:Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose:Pfizer-BioNTech, COVID-19 Vaccine, 3 mcg/0.2 mL, tris-sucrose",770.0
40.779214,-73.960385,Madison Apothecary #MS1005575,1114 Madison Avenue,New York,NY,10028,(212) 249-1069,http://www.themadisonapothecary.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Janssen, COVID-19 Vaccine, 0.5 mL",777.0
40.702784,-73.872713,TRINITY RX CORP. #MS1005442,7521 MYRTLE AVE,RIDGEWOOD,NY,11385,(718) 366-2109,,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose:Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",778.0
40.821374,-73.848297,CASTLE HILL COMMUNITY PHARMACY #MS1000216,706 CASTLE HILL AVE,BRONX,NY,10473-1303,(718) 319-8200,,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Novavax, COVID-19 Vaccine, 5 mcg/0.5 mL:Janssen, COVID-19 Vaccine, 0.5 mL:Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose:Moderna, SPIKEVAX, 100mcg/0.5mL:Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL:Pfizer-BioNTech, COMIRNATY, 30 mcg/0.3 mL, tris-sucrose:Moderna, COVID-19 Vaccine, 50 mcg/0.50 mL:Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL:Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 10mcg/0.2 mL:Pfizer-BioNTech, COVID-19 Vaccine, 3 mcg/0.2 mL, tris-sucrose:Moderna, COVID-19 pediatric vaccine, 25mcg/.25 ml",780.0
40.759421,-73.773647,Plus Drugs Inc #MS1005473,209-31 Northern Blvd,Bayside,NY,11361-3134,(718) 352-1234,,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL:Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",785.0
40.794446,-73.965877,"CVS Pharmacy, INC. #17817",795 COLUMBUS AVENUE,NEW YORK,NY,10025,(212) 849-8294,https://www.cvs.com/store-locator/details-directions/017817,True,"Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL:Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL",786.0
40.740376,-73.879273,Care First Pharmacy #MS1005340,8330 Broadway,Elmhurst,NY,11373-5702,(718) 205-0588,,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose:Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose:Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL:Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 10mcg/0.2 mL",795.0
40.70087,-73.896059,ARD PHARMACY #MS1003335,6061 MYRTLE AVE,RIDGEWOOD,NY,11385-5908,(718) 840-9186,,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose:Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose:Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL",801.0
40.718002,-73.954764,Organic Planet Pharmacy #MS1001658,205 N 9TH ST,Brooklyn,NY,11211,(347) 799-2213,http://organicplanetpharmacy.com,,"Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL:Janssen, COVID-19 Vaccine, 0.5 mL:Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",812.0
40.702551,-73.956576,S Bros Pharmacy #5814187,176 Lee Avenue,Brooklyn,NY,11211,(718) 855-3070,http://WWW.SBROSPHARMACY.COM,True,"Pfizer-BioNTech, COMIRNATY, 30 mcg/0.3 mL, tris-sucrose:Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose:Moderna, COVID-19 Vaccine, 50 mcg/0.50 mL:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL:Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose:Janssen, COVID-19 Vaccine, 0.5 mL:Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 10mcg/0.2 mL:Pfizer-BioNTech, COVID-19 Vaccine, 3 mcg/0.2 mL, tris-sucrose:Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL:Moderna, COVID-19 pediatric vaccine, 25mcg/.25 ml",831.0
40.85605,-73.89216,Medassure Pharmacy #MS1005559,2334 Washington Ave,Bronx,NY,10458-7714,(718) 316-6766,http://www.medassurepharmacy.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL:Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose:Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose:Pfizer-BioNTech, COVID-19 Vaccine, Bivalent Booster, 30mcg/0.3mL:Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose:Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",867.0
